"Date","Price","Open","High","Low","Vol.","Change %"
"10/03/2022","2,145.3","2,079.9","2,157.4","2,079.9","593.36M","3.15%"
"09/30/2022","2,079.9","2,121.1","2,144.3","2,079.4","624.05M","-1.94%"
"09/29/2022","2,121.1","2,180.9","2,180.9","2,097.2","623.21M","-2.74%"
"09/28/2022","2,180.9","2,161.0","2,191.4","2,127.0","591.92M","0.92%"
"09/27/2022","2,161.0","2,156.3","2,205.5","2,140.4","531.44M","0.22%"
"09/26/2022","2,156.3","2,170.8","2,201.2","2,150.7","552.91M","-0.67%"
"09/23/2022","2,170.8","2,200.5","2,200.5","2,143.1","598.36M","-1.35%"
"09/22/2022","2,200.5","2,222.4","2,223.8","2,187.4","581.52M","-0.98%"
"09/21/2022","2,222.4","2,258.6","2,301.4","2,222.1","579.56M","-1.60%"
"09/20/2022","2,258.6","2,270.1","2,272.8","2,239.1","487.00M","-0.51%"
"09/19/2022","2,270.1","2,251.6","2,271.7","2,228.7","476.84M","0.82%"
"09/16/2022","2,251.6","2,262.4","2,262.4","2,218.4","868.53M","-0.48%"
"09/15/2022","2,262.4","2,317.4","2,317.4","2,249.8","570.84M","-2.37%"
"09/14/2022","2,317.4","2,307.3","2,332.9","2,294.4","546.36M","0.44%"
"09/13/2022","2,307.3","2,437.6","2,437.6","2,301.6","677.88M","-5.35%"
"09/12/2022","2,437.6","2,398.4","2,439.1","2,398.4","495.70M","1.63%"
"09/09/2022","2,398.4","2,352.0","2,404.1","2,352.0","453.73M","2.32%"
"09/07/2022","2,344.0","2,307.3","2,353.8","2,305.2","476.20M","1.59%"
"09/06/2022","2,307.3","2,323.1","2,336.1","2,293.4","475.55M","-0.68%"
"09/02/2022","2,323.1","2,353.4","2,391.5","2,311.3","506.01M","-1.29%"
"09/01/2022","2,353.4","2,364.7","2,364.7","2,304.8","598.75M","-0.48%"
"08/31/2022","2,364.7","2,387.7","2,409.9","2,364.3","562.77M","-0.96%"
"08/30/2022","2,387.7","2,413.7","2,430.4","2,367.4","471.13M","-1.08%"
"08/29/2022","2,413.7","2,444.9","2,444.9","2,404.6","428.40M","-1.28%"
"08/26/2022","2,444.9","2,554.3","2,559.8","2,444.9","526.16M","-4.28%"
"08/25/2022","2,554.3","2,512.2","2,555.1","2,512.2","440.19M","1.68%"
"08/24/2022","2,512.2","2,511.2","2,523.1","2,499.3","375.07M","0.04%"
"08/23/2022","2,511.2","2,517.5","2,537.8","2,508.0","355.85M","-0.25%"
"08/22/2022","2,517.5","2,589.6","2,589.6","2,512.0","440.98M","-2.78%"
"08/19/2022","2,589.6","2,637.8","2,637.8","2,584.4","438.22M","-1.83%"
"08/18/2022","2,637.8","2,624.9","2,648.1","2,617.2","440.19M","0.49%"
"08/17/2022","2,624.9","2,643.5","2,644.6","2,605.9","442.58M","-0.70%"
"08/16/2022","2,643.5","2,651.1","2,656.2","2,619.4","380.54M","-0.29%"
"08/15/2022","2,651.1","2,634.6","2,654.4","2,623.6","364.31M","0.63%"
"08/12/2022","2,634.6","2,581.1","2,634.6","2,581.1","443.18M","2.07%"
"08/11/2022","2,581.1","2,593.6","2,624.0","2,578.1","437.90M","-0.48%"
"08/10/2022","2,593.6","2,523.6","2,594.6","2,523.6","496.58M","2.77%"
"08/09/2022","2,523.6","2,549.2","2,549.2","2,510.7","519.82M","-1.00%"
"08/08/2022","2,549.2","2,571.8","2,588.8","2,535.8","501.59M","-0.88%"
"08/05/2022","2,571.8","2,577.9","2,578.0","2,536.9","454.33M","-0.24%"
"08/04/2022","2,577.9","2,567.3","2,578.9","2,549.4","523.68M","0.42%"
"08/03/2022","2,567.3","2,500.0","2,573.9","2,500.0","604.61M","2.69%"
"08/02/2022","2,500.0","2,517.5","2,528.5","2,479.2","500.86M","-0.69%"
"08/01/2022","2,517.5","2,522.6","2,543.1","2,495.5","488.44M","-0.20%"
"07/29/2022","2,522.6","2,484.2","2,529.6","2,482.6","618.00M","1.55%"
"07/28/2022","2,484.2","2,449.1","2,490.2","2,428.9","518.41M","1.43%"
"07/27/2022","2,449.1","2,348.3","2,459.3","2,348.3","593.24M","4.29%"
"07/26/2022","2,348.3","2,386.0","2,386.0","2,338.9","444.74M","-1.58%"
"07/25/2022","2,386.0","2,400.8","2,400.8","2,368.9","407.41M","-0.61%"
"07/22/2022","2,400.8","2,434.4","2,442.2","2,387.1","465.76M","-1.38%"
"07/21/2022","2,434.4","2,400.6","2,434.6","2,378.8","467.56M","1.41%"
"07/20/2022","2,400.6","2,363.8","2,410.2","2,358.5","503.69M","1.56%"
"07/19/2022","2,363.8","2,293.2","2,365.7","2,293.2","562.27M","3.08%"
"07/18/2022","2,293.2","2,319.8","2,347.3","2,285.8","481.60M","-1.03%"
"07/15/2022","2,317.0","2,277.0","2,317.4","2,277.0","480.25M","1.76%"
"07/14/2022","2,277.0","2,256.1","2,284.5","2,209.3","468.35M","0.93%"
"07/13/2022","2,256.1","2,261.1","2,269.3","2,210.8","448.19M","-0.22%"
"07/12/2022","2,261.1","2,291.7","2,313.8","2,248.6","481.02M","-1.34%"
"07/11/2022","2,291.7","2,324.8","2,324.8","2,276.4","402.29M","-1.42%"
"07/08/2022","2,324.8","2,323.1","2,331.6","2,292.0","408.53M","0.07%"
"07/07/2022","2,323.1","2,276.1","2,328.1","2,276.1","472.00M","2.06%"
"07/06/2022","2,276.1","2,256.1","2,294.1","2,250.6","465.55M","0.88%"
"07/05/2022","2,256.1","2,228.5","2,256.8","2,186.1","549.03M","1.24%"
"07/01/2022","2,228.5","2,223.0","2,230.2","2,190.7","540.03M","0.25%"
"06/30/2022","2,223.0","2,252.9","2,252.9","2,188.2","609.44M","-1.33%"
"06/29/2022","2,252.9","2,248.3","2,266.1","2,228.3","458.02M","0.20%"
"06/28/2022","2,248.3","2,318.0","2,342.9","2,247.4","507.32M","-3.01%"
"06/27/2022","2,318.0","2,332.8","2,348.1","2,308.3","445.90M","-0.63%"
"06/24/2022","2,332.8","2,252.3","2,334.1","2,252.3","637.87M","3.57%"
"06/23/2022","2,252.3","2,220.4","2,257.0","2,218.1","507.98M","1.44%"
"06/22/2022","2,220.4","2,229.6","2,250.4","2,200.4","484.26M","-0.41%"
"06/21/2022","2,229.6","2,174.4","2,244.9","2,174.4","530.62M","2.54%"
"06/17/2022","2,174.4","2,153.2","2,194.3","2,139.4","864.78M","0.99%"
"06/16/2022","2,153.2","2,245.6","2,245.6","2,136.3","644.35M","-4.11%"
"06/15/2022","2,245.6","2,197.9","2,278.2","2,196.6","559.27M","2.17%"
"06/14/2022","2,197.9","2,184.3","2,213.1","2,177.8","531.17M","0.62%"
"06/13/2022","2,184.3","2,286.4","2,286.4","2,176.8","685.90M","-4.47%"
"06/10/2022","2,286.4","2,379.0","2,379.0","2,286.1","555.42M","-3.89%"
"06/09/2022","2,379.0","2,445.6","2,450.4","2,378.5","462.28M","-2.72%"
"06/08/2022","2,445.6","2,473.1","2,478.1","2,438.7","440.17M","-1.11%"
"06/07/2022","2,473.1","2,443.4","2,477.3","2,412.0","394.88M","1.22%"
"06/06/2022","2,443.4","2,442.4","2,489.0","2,430.9","420.89M","0.04%"
"06/03/2022","2,442.4","2,504.4","2,504.4","2,431.2","515.46M","-2.48%"
"06/02/2022","2,504.4","2,444.8","2,504.7","2,417.9","559.13M","2.44%"
"06/01/2022","2,444.8","2,452.9","2,495.5","2,426.7","521.72M","-0.33%"
"05/31/2022","2,452.9","2,470.3","2,477.0","2,428.4","777.79M","-0.70%"
"05/27/2022","2,470.3","2,388.1","2,470.5","2,388.1","557.54M","3.44%"
"05/26/2022","2,388.1","2,331.1","2,397.9","2,310.1","614.59M","2.45%"
"05/25/2022","2,331.1","2,303.2","2,348.6","2,288.0","561.74M","1.21%"
"05/24/2022","2,303.2","2,339.9","2,339.9","2,263.9","579.97M","-1.57%"
"05/23/2022","2,339.9","2,285.8","2,343.1","2,285.8","593.25M","2.37%"
"05/20/2022","2,285.8","2,282.6","2,319.8","2,215.2","767.12M","0.14%"
"05/19/2022","2,282.6","2,307.4","2,322.3","2,273.1","740.64M","-1.07%"
"05/18/2022","2,307.4","2,422.2","2,422.2","2,300.7","648.70M","-4.74%"
"05/17/2022","2,422.2","2,353.7","2,425.6","2,353.7","580.85M","2.91%"
"05/16/2022","2,353.7","2,375.3","2,385.0","2,334.0","523.30M","-0.91%"
"05/13/2022","2,375.3","2,296.2","2,386.8","2,296.2","620.83M","3.44%"
"05/12/2022","2,296.2","2,322.6","2,330.8","2,243.0","772.86M","-1.14%"
"05/11/2022","2,322.6","2,401.9","2,424.4","2,316.2","683.16M","-3.30%"
"05/10/2022","2,401.9","2,364.6","2,435.8","2,364.6","693.70M","1.58%"
"05/09/2022","2,364.6","2,461.5","2,461.5","2,354.7","734.29M","-3.94%"
"05/06/2022","2,461.5","2,481.2","2,501.9","2,424.6","647.91M","-0.79%"
"05/05/2022","2,481.2","2,609.8","2,609.8","2,452.7","728.25M","-4.93%"
"05/04/2022","2,609.8","2,521.2","2,614.5","2,489.0","747.80M","3.51%"
"05/03/2022","2,521.2","2,516.7","2,535.8","2,497.4","549.46M","0.18%"
"05/02/2022","2,516.7","2,478.0","2,518.8","2,447.1","612.17M","1.56%"
"04/29/2022","2,478.0","2,584.9","2,588.8","2,473.6","632.97M","-4.14%"
"04/28/2022","2,584.9","2,484.6","2,600.8","2,484.6","644.99M","4.04%"
"04/27/2022","2,484.6","2,451.3","2,533.0","2,451.3","608.16M","-2.40%"
"04/25/2022","2,545.8","2,509.6","2,548.4","2,482.7","564.38M","1.44%"
"04/22/2022","2,509.6","2,581.8","2,594.3","2,506.2","506.31M","-2.79%"
"04/21/2022","2,581.8","2,627.2","2,678.1","2,574.2","514.36M","-1.73%"
"04/20/2022","2,627.2","2,630.6","2,663.3","2,619.5","457.92M","-0.13%"
"04/19/2022","2,630.6","2,583.1","2,635.7","2,567.1","442.35M","1.84%"
"04/18/2022","2,583.1","2,574.9","2,599.2","2,561.3","435.53M","0.32%"
"04/14/2022","2,574.9","2,639.4","2,647.9","2,572.9","478.95M","-2.45%"
"04/13/2022","2,639.4","2,598.1","2,647.9","2,590.1","459.37M","1.59%"
"04/12/2022","2,598.1","2,607.3","2,660.5","2,587.3","508.59M","-0.35%"
"04/11/2022","2,607.3","2,677.0","2,677.0","2,604.9","496.96M","-2.60%"
"04/08/2022","2,677.0","2,716.0","2,716.0","2,672.4","490.04M","-1.43%"
"04/07/2022","2,716.0","2,709.7","2,735.3","2,679.3","585.01M","0.23%"
"04/06/2022","2,709.7","2,780.5","2,780.5","2,689.9","604.23M","-2.55%"
"04/05/2022","2,780.5","2,842.8","2,842.8","2,772.7","476.45M","-2.19%"
"04/04/2022","2,842.8","2,790.5","2,843.3","2,790.5","481.44M","1.91%"
"04/01/2022","2,789.4","2,794.1","2,806.2","2,757.2","556.60M","-0.17%"
"03/31/2022","2,794.1","2,839.3","2,845.1","2,794.1","667.70M","-1.59%"
"03/30/2022","2,839.3","2,878.5","2,878.5","2,825.1","548.01M","-1.36%"
"03/29/2022","2,878.5","2,820.4","2,881.4","2,820.4","542.14M","2.06%"
"03/28/2022","2,820.4","2,786.1","2,820.5","2,766.8","486.58M","1.23%"
"03/25/2022","2,786.1","2,788.6","2,796.3","2,752.0","483.01M","-0.09%"
"03/24/2022","2,788.6","2,715.1","2,788.9","2,715.1","589.76M","2.71%"
"03/23/2022","2,715.1","2,756.6","2,757.5","2,712.8","526.01M","-1.50%"
"03/22/2022","2,756.6","2,717.9","2,771.3","2,716.5","526.71M","1.42%"
"03/21/2022","2,717.9","2,722.7","2,732.1","2,681.6","573.75M","-0.18%"
"03/18/2022","2,722.7","2,664.4","2,727.0","2,644.2","921.36M","2.19%"
"03/17/2022","2,664.4","2,646.2","2,664.4","2,617.8","535.62M","0.69%"
"03/16/2022","2,646.2","2,561.1","2,646.8","2,554.0","675.53M","3.32%"
"03/15/2022","2,561.1","2,476.2","2,566.5","2,476.2","590.75M","3.43%"
"03/14/2022","2,476.2","2,524.1","2,540.0","2,469.8","575.27M","-1.90%"
"03/11/2022","2,524.1","2,570.4","2,594.7","2,521.1","509.47M","-1.80%"
"03/10/2022","2,570.4","2,616.3","2,616.3","2,530.8","544.82M","-1.76%"
"03/09/2022","2,616.3","2,516.1","2,627.5","2,516.1","572.34M","3.98%"
"03/08/2022","2,516.1","2,526.9","2,593.4","2,478.6","733.12M","-0.43%"
"03/07/2022","2,526.9","2,624.0","2,633.1","2,525.5","624.23M","-3.70%"
"03/04/2022","2,624.0","2,671.6","2,671.6","2,603.7","555.64M","-1.78%"
"03/03/2022","2,671.6","2,705.2","2,726.2","2,659.1","546.44M","-1.24%"
"03/02/2022","2,705.2","2,647.3","2,715.7","2,646.2","594.70M","2.19%"
"03/01/2022","2,647.3","2,701.1","2,704.8","2,626.6","618.85M","-1.99%"
"02/28/2022","2,701.1","2,705.5","2,712.7","2,655.5","644.47M","-0.16%"
"02/25/2022","2,705.5","2,669.0","2,706.3","2,641.3","598.77M","1.37%"
"02/24/2022","2,669.0","2,579.6","2,671.1","2,483.2","839.14M","3.47%"
"02/23/2022","2,579.6","2,647.4","2,682.6","2,577.7","594.58M","-2.56%"
"02/22/2022","2,647.4","2,670.9","2,689.3","2,618.4","668.77M","-0.88%"
"02/18/2022","2,670.9","2,700.7","2,715.0","2,651.7","656.19M","-1.10%"
"02/17/2022","2,700.7","2,786.1","2,786.1","2,696.0","579.50M","-3.06%"
"02/16/2022","2,786.1","2,790.9","2,795.9","2,740.5","544.97M","-0.17%"
"02/15/2022","2,790.9","2,716.6","2,792.1","2,716.6","589.43M","2.74%"
"02/14/2022","2,716.6","2,717.5","2,738.5","2,684.8","570.28M","-0.03%"
"02/11/2022","2,717.5","2,801.7","2,819.6","2,706.3","700.25M","-3.01%"
"02/10/2022","2,801.7","2,881.0","2,881.0","2,790.2","617.68M","-2.75%"
"02/09/2022","2,881.0","2,816.0","2,881.0","2,816.0","558.78M","2.31%"
"02/08/2022","2,816.0","2,780.6","2,823.4","2,765.5","496.31M","1.28%"
"02/07/2022","2,780.6","2,798.9","2,818.1","2,770.7","465.70M","-0.66%"
"02/04/2022","2,798.9","2,785.8","2,823.0","2,760.8","543.97M","0.47%"
"02/03/2022","2,785.8","2,873.9","2,873.9","2,780.4","641.70M","-3.07%"
"02/02/2022","2,873.9","2,850.7","2,877.1","2,835.7","782.62M","0.81%"
"02/01/2022","2,850.7","2,843.9","2,853.2","2,807.1","587.47M","0.24%"
"01/31/2022","2,843.9","2,769.6","2,844.5","2,759.2","687.49M","2.68%"
"01/28/2022","2,769.6","2,654.5","2,769.7","2,646.9","765.32M","4.33%"
"01/27/2022","2,654.5","2,673.0","2,731.1","2,645.3","788.17M","-0.69%"
"01/26/2022","2,673.0","2,653.8","2,760.6","2,643.7","756.76M","0.72%"
"01/25/2022","2,653.8","2,717.3","2,717.3","2,627.3","683.78M","-2.34%"
"01/24/2022","2,717.3","2,708.3","2,721.6","2,563.2","912.16M","0.33%"
"01/21/2022","2,708.3","2,761.6","2,787.4","2,708.2","706.18M","-1.93%"
"01/20/2022","2,761.6","2,798.9","2,855.8","2,759.0","536.87M","-1.33%"
"01/19/2022","2,798.9","2,837.8","2,884.8","2,796.5","528.41M","-1.37%"
"01/18/2022","2,837.8","2,910.2","2,910.2","2,832.6","521.18M","-2.49%"
"01/14/2022","2,910.2","2,884.6","2,911.9","2,867.8","480.35M","0.89%"
"01/13/2022","2,884.6","2,963.1","2,987.9","2,878.3","511.40M","-2.65%"
"01/12/2022","2,963.1","2,950.3","2,992.6","2,949.6","430.72M","0.44%"
"01/11/2022","2,950.3","2,915.0","2,953.9","2,886.4","488.65M","1.21%"
"01/10/2022","2,915.0","2,912.0","2,918.4","2,831.4","616.96M","0.10%"
"01/07/2022","2,912.0","2,941.7","2,954.7","2,895.0","472.50M","-1.01%"
"01/06/2022","2,941.7","2,956.0","2,971.9","2,923.2","525.02M","-0.48%"
"01/05/2022","2,956.0","3,051.5","3,051.5","2,955.4","599.64M","-3.13%"
"01/04/2022","3,051.5","3,086.8","3,094.4","3,028.1","560.25M","-1.14%"
"01/03/2022","3,086.8","3,055.4","3,089.2","3,048.9","452.34M","1.02%"
"12/31/2021","3,055.4","3,070.4","3,075.8","3,054.9","294.59M","-0.49%"
"12/30/2021","3,070.4","3,091.4","3,104.2","3,067.6","296.19M","-0.68%"
"12/29/2021","3,091.4","3,089.1","3,103.6","3,075.4","329.01M","0.07%"
"12/28/2021","3,089.1","3,107.5","3,113.2","3,082.4","349.21M","-0.59%"
"12/27/2021","3,107.5","3,041.1","3,107.6","3,041.1","361.66M","2.18%"
"12/23/2021","3,041.1","3,024.1","3,052.5","3,024.1","368.32M","0.56%"
"12/22/2021","3,024.1","2,984.4","3,025.6","2,972.6","395.34M","1.33%"
"12/21/2021","2,984.4","2,908.7","2,987.1","2,908.7","514.14M","2.60%"
"12/20/2021","2,908.7","2,944.9","2,944.9","2,888.7","477.20M","-1.23%"
"12/17/2021","2,944.9","2,963.9","2,972.6","2,916.5","972.23M","-0.64%"
"12/16/2021","2,963.9","3,051.3","3,065.7","2,947.3","635.71M","-2.86%"
"12/15/2021","3,051.3","2,969.6","3,054.2","2,947.8","590.48M","2.75%"
"12/14/2021","2,969.6","3,019.1","3,019.1","2,936.2","568.64M","-1.64%"
"12/13/2021","3,019.1","3,068.9","3,079.5","3,017.4","549.32M","-1.62%"
"12/10/2021","3,068.9","3,006.6","3,071.0","3,006.6","499.82M","2.07%"
"12/09/2021","3,006.6","3,039.9","3,052.0","3,004.2","463.09M","-1.09%"
"12/08/2021","3,039.9","3,026.4","3,041.8","3,007.5","476.49M","0.45%"
"12/07/2021","3,026.4","2,923.9","3,029.7","2,923.9","620.70M","3.51%"
"12/06/2021","2,923.9","2,895.7","2,932.7","2,876.1","555.71M","0.97%"
"12/03/2021","2,895.7","2,944.3","2,963.1","2,861.0","602.71M","-1.65%"
"12/02/2021","2,944.3","2,919.7","2,959.1","2,886.1","599.76M","0.84%"
"12/01/2021","2,919.7","2,956.9","3,013.3","2,917.7","688.84M","-1.26%"
"11/30/2021","2,956.9","2,985.4","3,000.0","2,934.9","841.51M","-0.96%"
"11/29/2021","2,985.4","2,908.6","2,992.3","2,908.6","519.99M","2.64%"
"11/26/2021","2,908.6","2,986.3","2,986.3","2,900.2","368.07M","-2.60%"
"11/25/2021","2,986.3","2,965.3","2,986.9","2,933.1","","0.00%"
"11/24/2021","2,986.3","2,965.3","2,986.9","2,933.1","476.55M","0.71%"
"11/23/2021","2,965.3","2,971.4","2,974.1","2,927.6","564.50M","-0.21%"
"11/22/2021","2,971.4","3,005.8","3,056.9","2,970.6","635.66M","-1.14%"
"11/19/2021","3,005.8","2,983.0","3,016.5","2,983.0","558.66M","0.77%"
"11/18/2021","2,983.0","2,952.8","2,987.6","2,950.1","621.83M","1.02%"
"11/17/2021","2,952.8","2,964.5","2,972.7","2,945.2","496.27M","-0.39%"
"11/16/2021","2,964.5","2,933.0","2,968.5","2,928.2","408.90M","1.07%"
"11/15/2021","2,933.0","2,936.4","2,952.3","2,917.1","395.08M","-0.11%"
"11/12/2021","2,936.4","2,901.9","2,941.0","2,901.9","430.60M","1.19%"
"11/11/2021","2,901.9","2,886.7","2,909.7","2,886.7","364.84M","0.53%"
"11/10/2021","2,886.7","2,935.9","2,935.9","2,879.1","488.65M","-1.68%"
"11/09/2021","2,935.9","2,948.6","2,956.1","2,921.5","510.33M","-0.43%"
"11/08/2021","2,948.6","2,931.7","2,953.5","2,931.7","522.28M","0.58%"
"11/05/2021","2,931.7","2,919.1","2,949.1","2,914.9","525.08M","0.43%"
"11/04/2021","2,919.1","2,873.6","2,925.9","2,873.6","632.91M","1.54%"
"11/03/2021","2,874.9","2,857.8","2,879.8","2,845.9","394.98M","0.60%"
"11/02/2021","2,857.8","2,834.7","2,864.4","2,834.7","435.28M","0.82%"
"11/01/2021","2,834.7","2,836.9","2,838.1","2,818.6","411.56M","-0.08%"
"10/29/2021","2,836.9","2,824.6","2,838.2","2,794.6","496.89M","0.43%"
"10/28/2021","2,824.6","2,795.0","2,826.9","2,795.0","475.91M","1.06%"
"10/27/2021","2,795.0","2,800.3","2,818.1","2,794.7","558.14M","-0.19%"
"10/26/2021","2,800.3","2,791.3","2,822.0","2,791.3","475.96M","0.32%"
"10/25/2021","2,791.3","2,782.0","2,801.3","2,780.9","361.24M","0.33%"
"10/22/2021","2,782.0","2,791.3","2,802.3","2,770.9","447.06M","-0.33%"
"10/21/2021","2,791.3","2,780.0","2,793.3","2,767.2","391.53M","0.41%"
"10/20/2021","2,780.0","2,788.0","2,794.8","2,769.1","333.22M","-0.29%"
"10/19/2021","2,788.0","2,761.2","2,788.9","2,761.2","332.25M","0.97%"
"10/18/2021","2,761.2","2,737.9","2,762.8","2,715.9","353.27M","0.85%"
"10/15/2021","2,737.9","2,716.4","2,738.5","2,716.4","354.57M","0.79%"
"10/14/2021","2,716.4","2,655.8","2,717.6","2,655.8","377.25M","2.28%"
"10/13/2021","2,655.8","2,640.9","2,661.7","2,634.9","385.28M","0.57%"
"10/12/2021","2,640.9","2,654.4","2,667.5","2,636.3","382.97M","-0.51%"
"10/11/2021","2,654.4","2,668.5","2,689.7","2,653.4","291.25M","-0.53%"
"10/08/2021","2,668.5","2,678.9","2,691.2","2,664.7","283.95M","-0.39%"
"10/07/2021","2,678.9","2,654.6","2,699.7","2,654.6","335.58M","0.91%"
"10/06/2021","2,654.6","2,636.5","2,656.8","2,599.1","394.32M","0.69%"
"10/05/2021","2,636.5","2,598.6","2,652.5","2,598.6","362.76M","1.46%"
"10/04/2021","2,598.6","2,661.5","2,661.5","2,580.3","455.02M","-2.36%"
"10/01/2021","2,661.5","2,623.8","2,668.3","2,606.7","398.11M","1.44%"
"09/30/2021","2,623.8","2,641.8","2,668.8","2,623.8","438.05M","-0.68%"
"09/29/2021","2,641.8","2,644.5","2,669.7","2,637.8","404.39M","-0.10%"
"09/28/2021","2,644.5","2,725.9","2,725.9","2,643.4","515.20M","-2.98%"
"09/27/2021","2,725.9","2,753.6","2,753.6","2,709.8","364.71M","-1.01%"
"09/24/2021","2,753.6","2,751.8","2,757.7","2,733.8","279.95M","0.07%"
"09/23/2021","2,751.8","2,715.2","2,757.6","2,715.2","341.71M","1.35%"
"09/22/2021","2,715.2","2,677.8","2,724.9","2,677.8","356.59M","1.40%"
"09/21/2021","2,677.8","2,676.9","2,699.7","2,667.9","354.39M","0.03%"
"09/20/2021","2,676.9","2,727.7","2,727.7","2,641.6","513.23M","-1.86%"
"09/17/2021","2,727.7","2,769.7","2,769.7","2,723.3","680.60M","-1.52%"
"09/16/2021","2,769.7","2,767.9","2,772.9","2,742.0","339.48M","0.06%"
"09/15/2021","2,767.9","2,743.6","2,770.8","2,738.9","408.57M","0.89%"
"09/14/2021","2,743.6","2,747.4","2,765.1","2,737.5","404.38M","-0.14%"
"09/13/2021","2,747.4","2,746.4","2,775.1","2,730.3","407.03M","0.03%"
"09/10/2021","2,746.4","2,773.7","2,797.2","2,744.6","418.94M","-0.99%"
"09/09/2021","2,773.7","2,785.5","2,796.7","2,772.6","322.68M","-0.42%"
"09/08/2021","2,785.5","2,796.9","2,796.9","2,765.9","381.11M","-0.41%"
"09/07/2021","2,796.9","2,796.1","2,802.4","2,783.1","341.25M","0.03%"
"09/03/2021","2,796.1","2,785.4","2,803.0","2,782.8","317.75M","0.38%"
"09/02/2021","2,785.4","2,786.8","2,801.3","2,773.4","348.57M","-0.05%"
"09/01/2021","2,786.8","2,786.1","2,808.3","2,785.3","368.63M","0.03%"
"08/31/2021","2,786.1","2,801.9","2,803.6","2,782.2","431.19M","-0.56%"
"08/30/2021","2,801.9","2,771.7","2,804.7","2,771.7","363.95M","1.09%"
"08/27/2021","2,771.7","2,745.2","2,773.8","2,743.5","371.35M","0.97%"
"08/26/2021","2,745.2","2,762.4","2,764.4","2,743.3","363.10M","-0.62%"
"08/25/2021","2,762.4","2,763.9","2,778.1","2,758.3","439.45M","-0.05%"
"08/24/2021","2,763.9","2,767.4","2,774.0","2,762.1","358.13M","-0.13%"
"08/23/2021","2,767.4","2,732.6","2,771.5","2,732.6","440.98M","1.27%"
"08/20/2021","2,732.6","2,697.5","2,734.5","2,697.5","438.13M","1.30%"
"08/19/2021","2,697.5","2,671.1","2,707.4","2,654.1","517.94M","0.99%"
"08/18/2021","2,671.1","2,708.8","2,714.6","2,668.4","409.28M","-1.39%"
"08/17/2021","2,708.8","2,732.6","2,732.6","2,693.3","409.68M","-0.87%"
"08/16/2021","2,732.6","2,720.6","2,732.9","2,691.4","396.44M","0.44%"
"08/13/2021","2,720.6","2,705.9","2,720.8","2,705.2","372.40M","0.54%"
"08/12/2021","2,705.9","2,690.2","2,707.2","2,676.8","417.31M","0.58%"
"08/11/2021","2,690.2","2,689.5","2,704.1","2,676.6","382.91M","0.03%"
"08/10/2021","2,689.5","2,709.2","2,717.3","2,682.5","425.18M","-0.73%"
"08/09/2021","2,709.2","2,718.6","2,727.0","2,707.1","348.29M","-0.35%"
"08/06/2021","2,718.6","2,721.9","2,721.9","2,710.9","413.07M","-0.12%"
"08/05/2021","2,721.9","2,707.3","2,722.5","2,704.2","412.09M","0.54%"
"08/04/2021","2,707.3","2,702.0","2,713.7","2,691.2","559.24M","0.19%"
"08/03/2021","2,702.0","2,683.6","2,703.1","2,668.0","516.05M","0.69%"
"08/02/2021","2,683.6","2,693.6","2,710.4","2,681.1","451.86M","-0.37%"
"07/30/2021","2,693.6","2,695.8","2,696.8","2,679.4","440.59M","-0.08%"
"07/29/2021","2,695.8","2,683.0","2,704.9","2,681.7","476.04M","0.48%"
"07/28/2021","2,683.0","2,685.5","2,697.0","2,658.3","519.36M","-0.10%"
"07/27/2021","2,685.5","2,712.8","2,712.8","2,652.9","469.56M","-1.01%"
"07/26/2021","2,712.8","2,713.4","2,717.1","2,696.9","318.82M","-0.02%"
"07/23/2021","2,713.4","2,686.8","2,714.7","2,686.8","374.20M","0.99%"
"07/22/2021","2,686.8","2,667.8","2,689.2","2,667.8","396.06M","0.71%"
"07/21/2021","2,667.8","2,641.8","2,667.8","2,637.5","389.45M","0.98%"
"07/20/2021","2,641.8","2,603.4","2,656.7","2,601.8","419.06M","1.47%"
"07/19/2021","2,603.4","2,640.2","2,640.2","2,588.8","483.05M","-1.39%"
"07/16/2021","2,640.2","2,666.1","2,684.1","2,637.5","388.43M","-0.97%"
"07/15/2021","2,666.1","2,688.7","2,688.7","2,652.1","411.67M","-0.84%"
"07/14/2021","2,688.7","2,669.2","2,701.6","2,669.2","393.91M","0.73%"
"07/13/2021","2,669.2","2,657.5","2,688.0","2,651.8","361.63M","0.44%"
"07/12/2021","2,657.5","2,656.4","2,667.7","2,649.6","322.92M","0.04%"
"07/09/2021","2,656.4","2,631.4","2,658.1","2,625.3","358.01M","0.95%"
"07/08/2021","2,631.4","2,655.9","2,655.9","2,603.2","397.06M","-0.92%"
"07/07/2021","2,655.9","2,642.9","2,662.7","2,636.0","398.41M","0.49%"
"07/06/2021","2,642.9","2,633.3","2,654.8","2,617.1","413.75M","0.37%"
"07/02/2021","2,633.3","2,597.1","2,635.1","2,597.1","357.73M","1.39%"
"07/01/2021","2,597.1","2,594.5","2,597.6","2,581.4","376.36M","0.10%"
"06/30/2021","2,594.5","2,597.0","2,600.1","2,586.5","391.89M","-0.10%"
"06/29/2021","2,597.0","2,578.8","2,598.2","2,573.9","328.53M","0.70%"
"06/28/2021","2,578.8","2,550.5","2,581.2","2,550.5","317.17M","1.11%"
"06/25/2021","2,550.5","2,554.3","2,558.5","2,547.6","436.21M","-0.15%"
"06/24/2021","2,554.3","2,538.0","2,562.1","2,538.0","326.81M","0.64%"
